strain	Unnamed: 0	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	Nextstrain_clade	pangolin_lineage	GISAID_clade	originating_lab	submitting_lab	authors	url	title	paper_url	date_submitted	purpose_of_sequencing	name	hct
hCoV-19/USA/WA-S19230/2022	71258	betacoronavirus	EPI_ISL_11960943	?	2022-02-21	North America	USA	Washington	King County	North America	USA	Washington	genome	29786	Human	unknown	unknown	?	BA.1.1	GRA	Overlake Hospital	Seattle Flu Study	Chris D. Frazar, Jover Lee, Erica Ryke, Luis Gamboa, Evan McDermot, Jeremy Stone, Tom Kolar, Peter D. Han, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Romesh Gautom, Geoff Melly, Brian Hiatt, Philip Dykema, Scott Lindquist, Michael Boeckh, Janet A. Englund, Barry R. Lutz, Alpana Waghmare, Cecile Viboud, Lea M. Starita, Helen Y. Chu, Jay Shendure, Trevor Bedford	https://www.gisaid.org/	?	?	2022-04-11	?	hCoV-19/USA/WA-S19230/2022	no
hCoV-19/USA/WA-S14576/2021	29718	betacoronavirus	EPI_ISL_7269995	?	2021-09-25	North America	USA	Washington	King County	North America	USA	Washington	genome	29511	Human	unknown	unknown	?	AY.25.1	GK	Atlas Genomics	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Romesh Gautom, Geoff Melly, Brian Hiatt, Philip Dykema, Scott Lindquist, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Jay Shendure, Trevor Bedford	https://www.gisaid.org/	?	?	2021-12-07	?	hCoV-19/USA/WA-S14576/2021	no
hCoV-19/USA/WA-S18140/2022	62022	betacoronavirus	EPI_ISL_9881694	?	2022-01-20	North America	USA	Washington	King County	North America	USA	Washington	genome	29780	Human	unknown	unknown	?	BA.1.1	GRA	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-02-14	?	hCoV-19/USA/WA-S18140/2022	yes
hCoV-19/USA/WA-S19865/2022	79382	betacoronavirus	EPI_ISL_12710721	?	2022-04-29	North America	USA	Washington	King County	North America	USA	Washington	genome	29171	Human	unknown	unknown	?	BA.2	GRA	Seattle Flu Study	Seattle Flu Study	Chris D. Frazar, Jover Lee, Erica Ryke, Luis Gamboa, Evan McDermot, Jeremy Stone, Tom Kolar, Peter D. Han, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Barry R. Lutz, Alpana Waghmare, Cecile Viboud, Lea M. Starita, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-05-16	?	hCoV-19/USA/WA-S19865/2022	yes
hCoV-19/USA/WA-S6148/2021	90442	betacoronavirus	EPI_ISL_1711427	?	2021-03-31	North America	USA	Washington	King County	North America	USA	Washington	genome	29803	Human	unknown	unknown	?	B.1.429	GH	Atlas Genomics	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Romesh Gautom, Geoff Melly, Brian Hiatt, Philip Dykema, Scott Lindquist, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Jay Shendure, Trevor Bedford	https://www.gisaid.org/	?	?	2021-04-24	?	hCoV-19/USA/WA-S6148/2021	no
hCoV-19/USA/WA-PHL-005910/2021	33913	betacoronavirus	EPI_ISL_6608107	?	2021-10-30	North America	USA	Washington	King County	North America	USA	Washington	genome	29807	Human	unknown	unknown	?	AY.39	GK	Washington State Department of Health Public Health Laboratories	Washington State Department of Health Public Health Laboratories	Drew MacKellar, Philip Dykema, Denny Russell, Lisa Jones, Holly Halstead, Joenice Gonzalez, Hannah Gray, Geoff Melly, Vanessa De Los Santos, Darren Lucas, JohnAric Peterson, Avi Singh, Rebecca Cao	https://www.gisaid.org/	?	?	2021-11-23	?	hCoV-19/USA/WA-PHL-005910/2021	no
hCoV-19/USA/WA-S3251/2020	46210	betacoronavirus	EPI_ISL_849488	?	2020-10-07	North America	USA	Washington	King County	North America	USA	Washington	genome	29887	Human	unknown	unknown	?	B.1.240	G	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Karen Cowgill, Stephanie Schrag, Jeff Duchin, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Trevor Bedford, Jay Shendure	https://www.gisaid.org/	?	?	2021-01-19	?	hCoV-19/USA/WA-S3251/2020	no
hCoV-19/USA/WA-S5647/2021	89724	betacoronavirus	EPI_ISL_1468789	?	2021-03-17	North America	USA	Washington		North America	USA	Washington	genome	29865	Human	unknown	unknown	?	B.1.429	GH	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-04-03	?	hCoV-19/USA/WA-S5647/2021	yes
hCoV-19/USA/WA-S3494/2020	45990	betacoronavirus	EPI_ISL_890920	?	2020-12-02	North America	USA	Washington	King County	North America	USA	Washington	genome	29865	Human	unknown	unknown	?	B.1.240	G	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-01-29	?	hCoV-19/USA/WA-S3494/2020	yes
hCoV-19/USA/WA-S21352/2022	121912	betacoronavirus	EPI_ISL_14506503	?	2022-07-06	North America	USA	Washington		North America	USA	Washington	genome	29735	Human	unknown	unknown	?	BA.5.1	GRA	Seattle Flu Study	Seattle Flu Study	Chris D. Frazar, Jover Lee, Erica Ryke, Luis Gamboa, Evan McDermot, Jeremy Stone, Tom Kolar, Peter D. Han, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Barry R. Lutz, Alpana Waghmare, Cecile Viboud, Lea M. Starita, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-08-17	?	hCoV-19/USA/WA-S21352/2022	yes
hCoV-19/USA/WA-S13243/2021	32330	betacoronavirus	EPI_ISL_5903264	?	2021-10-15	North America	USA	Washington	King County	North America	USA	Washington	genome	29321	Human	unknown	unknown	?	AY.117	GK	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-11-04	?	hCoV-19/USA/WA-S13243/2021	yes
hCoV-19/USA/WA-UW-202104290126/2021	91423	betacoronavirus	EPI_ISL_2835678	?	2021-03-02	North America	USA	Washington	King County	North America	USA	Washington	genome	29540	Human	unknown	unknown	?	B.1.2	GH	Laboratory Medicine,  University of Washington	Laboratory Medicine,  University of Washington	Castor,J.L.	https://www.gisaid.org/	?	?	2021-06-29	?	hCoV-19/USA/WA-UW-202104290126/2021	no
hCoV-19/USA/WA-S7050/2021	96754	betacoronavirus	EPI_ISL_2011450	?	2021-04-20	North America	USA	Washington	King County	North America	USA	Washington	genome	29717	Human	unknown	unknown	?	B.1.1.7	GRY	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Karen Cowgill, Stephanie Schrag, Jeff Duchin, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Trevor Bedford, Jay Shendure	https://www.gisaid.org/	?	?	2021-05-11	?	hCoV-19/USA/WA-S7050/2021	no
hCoV-19/USA/WA-S19499/2022	72343	betacoronavirus	EPI_ISL_11961208	?	2022-04-01	North America	USA	Washington	King County	North America	USA	Washington	genome	29779	Human	unknown	unknown	?	BA.2	GRA	Seattle Flu Study	Seattle Flu Study	Chris D. Frazar, Jover Lee, Erica Ryke, Luis Gamboa, Evan McDermot, Jeremy Stone, Tom Kolar, Peter D. Han, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Barry R. Lutz, Alpana Waghmare, Cecile Viboud, Lea M. Starita, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-04-11	?	hCoV-19/USA/WA-S19499/2022	yes
hCoV-19/USA/WA-S18592/2022	65951	betacoronavirus	EPI_ISL_10571207	?	2022-02-07	North America	USA	Washington	King County	North America	USA	Washington	genome	29402	Human	unknown	unknown	?	BA.1.1	GRA	Seattle Flu Study	Seattle Flu Study	Chris D. Frazar, Jover Lee, Erica Ryke, Luis Gamboa, Evan McDermot, Jeremy Stone, Tom Kolar, Peter D. Han, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Barry R. Lutz, Alpana Waghmare, Cecile Viboud, Lea M. Starita, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-03-02	?	hCoV-19/USA/WA-S18592/2022	yes
hCoV-19/USA/WA-S19440/2022	72371	betacoronavirus	EPI_ISL_11961149	?	2022-03-21	North America	USA	Washington	King County	North America	USA	Washington	genome	29760	Human	unknown	unknown	?	BA.2.3	GRA	Seattle Flu Study	Seattle Flu Study	Chris D. Frazar, Jover Lee, Erica Ryke, Luis Gamboa, Evan McDermot, Jeremy Stone, Tom Kolar, Peter D. Han, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Barry R. Lutz, Alpana Waghmare, Cecile Viboud, Lea M. Starita, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-04-11	?	hCoV-19/USA/WA-S19440/2022	yes
hCoV-19/USA/WA-S15796/2021	47896	betacoronavirus	EPI_ISL_8035299	?	2021-12-19	North America	USA	Washington	King County	North America	USA	Washington	genome	29449	Human	unknown	unknown	?	BA.1.1	GRA	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-12-24	?	hCoV-19/USA/WA-S15796/2021	yes
hCoV-19/USA/WA-S20392/2022	111183	betacoronavirus	EPI_ISL_13351030	?	2022-05-25	North America	USA	Washington	King County	North America	USA	Washington	genome	29469	Human	unknown	unknown	?	BA.2.3	GRA	Seattle Flu Study	Seattle Flu Study	Chris D. Frazar, Jover Lee, Erica Ryke, Luis Gamboa, Evan McDermot, Jeremy Stone, Tom Kolar, Peter D. Han, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Barry R. Lutz, Alpana Waghmare, Cecile Viboud, Lea M. Starita, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-06-17	?	hCoV-19/USA/WA-S20392/2022	yes
hCoV-19/USA/WA-S6942/2021	96750	betacoronavirus	EPI_ISL_2011306	?	2021-04-18	North America	USA	Washington	King County	North America	USA	Washington	genome	29861	Human	unknown	unknown	?	B.1.2	GH	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-05-11	?	hCoV-19/USA/WA-S6942/2021	yes
hCoV-19/USA/WA-S18546/2022	65936	betacoronavirus	EPI_ISL_10571162	?	2022-02-02	North America	USA	Washington	King County	North America	USA	Washington	genome	29785	Human	unknown	unknown	?	BA.1.1	GRA	Seattle Flu Study	Seattle Flu Study	Chris D. Frazar, Jover Lee, Erica Ryke, Luis Gamboa, Evan McDermot, Jeremy Stone, Tom Kolar, Peter D. Han, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Barry R. Lutz, Alpana Waghmare, Cecile Viboud, Lea M. Starita, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-03-02	?	hCoV-19/USA/WA-S18546/2022	yes
hCoV-19/USA/WA-S19489/2022	72396	betacoronavirus	EPI_ISL_11961198	?	2022-03-31	North America	USA	Washington	King County	North America	USA	Washington	genome	29780	Human	unknown	unknown	?	BA.2	GRA	Seattle Flu Study	Seattle Flu Study	Chris D. Frazar, Jover Lee, Erica Ryke, Luis Gamboa, Evan McDermot, Jeremy Stone, Tom Kolar, Peter D. Han, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Jeff Duchin, Michael Boeckh, Janet A. Englund, Barry R. Lutz, Alpana Waghmare, Cecile Viboud, Lea M. Starita, Helen Y. Chu, Trevor Bedford, Jay Shendure	https://www.gisaid.org/	?	?	2022-04-11	?	hCoV-19/USA/WA-S19489/2022	no
hCoV-19/USA/WA-S3244/2020	46193	betacoronavirus	EPI_ISL_849485	?	2020-10-08	North America	USA	Washington	King County	North America	USA	Washington	genome	29858	Human	unknown	unknown	?	B.1.2	GH	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-01-19	?	hCoV-19/USA/WA-S3244/2020	yes
hCoV-19/USA/WA-S19507/2022	72332	betacoronavirus	EPI_ISL_11961216	?	2022-04-01	North America	USA	Washington	King County	North America	USA	Washington	genome	29461	Human	unknown	unknown	?	BA.2	GRA	Seattle Flu Study	Seattle Flu Study	Chris D. Frazar, Jover Lee, Erica Ryke, Luis Gamboa, Evan McDermot, Jeremy Stone, Tom Kolar, Peter D. Han, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Barry R. Lutz, Alpana Waghmare, Cecile Viboud, Lea M. Starita, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-04-11	?	hCoV-19/USA/WA-S19507/2022	yes
hCoV-19/USA/WA-S15258/2021	21942	betacoronavirus	EPI_ISL_7812534	?	2021-09-05	North America	USA	Washington	King County	North America	USA	Washington	genome	29809	Human	unknown	unknown	?	AY.26	GK	Overlake Hospital	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Romesh Gautom, Geoff Melly, Brian Hiatt, Philip Dykema, Scott Lindquist, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Jay Shendure, Trevor Bedford	https://www.gisaid.org/	?	?	2021-12-18	?	hCoV-19/USA/WA-S15258/2021	no
hCoV-19/USA/WA-S12640/2021	27956	betacoronavirus	EPI_ISL_5329298	?	2021-09-30	North America	USA	Washington	King County	North America	USA	Washington	genome	29831	Human	unknown	unknown	?	AY.117	GK	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-10-19	?	hCoV-19/USA/WA-S12640/2021	yes
hCoV-19/USA/WA-S6127/2021	93422	betacoronavirus	EPI_ISL_1711609	?	2021-04-06	North America	USA	Washington	King County	North America	USA	Washington	genome	29846	Human	unknown	unknown	?	B.1.1.7	GRY	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-04-24	?	hCoV-19/USA/WA-S6127/2021	yes
hCoV-19/USA/WA-S15051/2021	34398	betacoronavirus	EPI_ISL_7285343	?	2021-10-22	North America	USA	Washington	King County	North America	USA	Washington	genome	29799	Human	unknown	unknown	?	AY.3	GK	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-12-07	?	hCoV-19/USA/WA-S15051/2021	yes
hCoV-19/USA/WA-S18571/2022	65911	betacoronavirus	EPI_ISL_10571187	?	2022-02-03	North America	USA	Washington	Snohomish County	North America	USA	Washington	genome	29778	Human	unknown	unknown	?	BA.1.1	GRA	Seattle Flu Study	Seattle Flu Study	Chris D. Frazar, Jover Lee, Erica Ryke, Luis Gamboa, Evan McDermot, Jeremy Stone, Tom Kolar, Peter D. Han, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Barry R. Lutz, Alpana Waghmare, Cecile Viboud, Lea M. Starita, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-03-02	?	hCoV-19/USA/WA-S18571/2022	yes
hCoV-19/USA/WA-S15054/2021	34404	betacoronavirus	EPI_ISL_7285353	?	2021-10-26	North America	USA	Washington	King County	North America	USA	Washington	genome	29812	Human	unknown	unknown	?	AY.44	GK	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-12-07	?	hCoV-19/USA/WA-S15054/2021	yes
hCoV-19/USA/WA-S9036/2021	108118	betacoronavirus	EPI_ISL_2736301	?	2021-06-08	North America	USA	Washington	King County	North America	USA	Washington	genome	29550	Human	unknown	unknown	?	AY.117	GK	Atlas Genomics	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Romesh Gautom, Geoff Melly, Brian Hiatt, Philip Dykema, Scott Lindquist, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Jay Shendure, Trevor Bedford	https://www.gisaid.org/	?	?	2021-06-30	?	hCoV-19/USA/WA-S9036/2021	no
hCoV-19/USA/WA-S11931/2021	17448	betacoronavirus	EPI_ISL_4873354	?	2021-08-18	North America	USA	Washington	King County	North America	USA	Washington	genome	29601	Human	unknown	unknown	?	AY.26	GK	Overlake Hospital	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Romesh Gautom, Geoff Melly, Brian Hiatt, Philip Dykema, Scott Lindquist, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Jay Shendure, Trevor Bedford	https://www.gisaid.org/	?	?	2021-10-05	?	hCoV-19/USA/WA-S11931/2021	no
hCoV-19/USA/WA-S10092/2021	7569	betacoronavirus	EPI_ISL_3347172	?	2021-07-27	North America	USA	Washington	King County	North America	USA	Washington	genome	29688	Human	unknown	unknown	?	AY.103	GK	Atlas Genomics	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Romesh Gautom, Geoff Melly, Brian Hiatt, Philip Dykema, Scott Lindquist, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Jay Shendure, Trevor Bedford	https://www.gisaid.org/	?	?	2021-08-11	?	hCoV-19/USA/WA-S10092/2021	no
hCoV-19/USA/WA-S19495/2022	72344	betacoronavirus	EPI_ISL_11961204	?	2022-04-01	North America	USA	Washington	King County	North America	USA	Washington	genome	29694	Human	unknown	unknown	?	BA.2	GRA	Seattle Flu Study	Seattle Flu Study	Chris D. Frazar, Jover Lee, Erica Ryke, Luis Gamboa, Evan McDermot, Jeremy Stone, Tom Kolar, Peter D. Han, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Barry R. Lutz, Alpana Waghmare, Cecile Viboud, Lea M. Starita, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-04-11	?	hCoV-19/USA/WA-S19495/2022	yes
hCoV-19/USA/WA-S12127/2021	11215	betacoronavirus	EPI_ISL_5058433	?	2021-08-03	North America	USA	Washington	King County	North America	USA	Washington	genome	29662	Human	unknown	unknown	?	AY.44	GK	Atlas Genomics	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Romesh Gautom, Geoff Melly, Brian Hiatt, Philip Dykema, Scott Lindquist, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Jay Shendure, Trevor Bedford	https://www.gisaid.org/	?	?	2021-10-12	?	hCoV-19/USA/WA-S12127/2021	no
hCoV-19/USA/WA-S3734/2020	47403	betacoronavirus	EPI_ISL_903020	?	2020-12-20	North America	USA	Washington	King County	North America	USA	Washington	genome	29878	Human	unknown	unknown	?	B.1.2	GH	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Karen Cowgill, Stephanie Schrag, Jeff Duchin, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Trevor Bedford, Jay Shendure	https://www.gisaid.org/	?	?	2021-01-30	?	hCoV-19/USA/WA-S3734/2020	no
